id,act,cost
RCB|EL|M|MA|MA03,,
RCB|EL|M|MA|MA03|MA03A,14,34
RCB|EL|M|MA|MA03|MA03B,14,30
RCB|EL|M|MA|MA04,,
RCB|EL|M|MA|MA04|MA04A,5,9
RCB|EL|M|MA|MA04|MA04B,14,23
RCB|EL|M|MA|MA06,,
RCB|EL|M|MA|MA06|MA06Z,23,72
RCB|EL|M|MA|MA07,,
RCB|EL|M|MA|MA07|MA07C,6,23
RCB|EL|M|MA|MA07|MA07D,116,339
RCB|EL|M|MA|MA08,,
RCB|EL|M|MA|MA08|MA08Z,62,144
RCB|EL|M|MA|MA09,,
RCB|EL|M|MA|MA09|MA09Z,11,18
RCB|EL|M|MA|MA10,,
RCB|EL|M|MA|MA10|MA10Z,5,5
RCB|EL|M|MA|MA11,,
RCB|EL|M|MA|MA11|MA11Z,7,14
RCB|EL|M|MA|MA12,,
RCB|EL|M|MA|MA12|MA12Z,22,21
RCB|EL|M|MA|MA17,,
RCB|EL|M|MA|MA17|MA17C,8,6
RCB|EL|M|MA|MA19,,
RCB|EL|M|MA|MA19|MA19A,9,6
RCB|EL|M|MA|MA21,,
RCB|EL|M|MA|MA21|MA21Z,13,4
RCB|EL|M|MA|MA22,,
RCB|EL|M|MA|MA22|MA22Z,4,3
RCB|EL|M|MA|MA23,,
RCB|EL|M|MA|MA23|MA23Z,5,3
RCB|EL|M|MA|MA24,,
RCB|EL|M|MA|MA24|MA24Z,3,3
RCB|EL|M|MA|MA25,,
RCB|EL|M|MA|MA25|MA25Z,2,1
RCB|EL|M|MA|MA26,,
RCB|EL|M|MA|MA26|MA26Z,2,8
RCB|EL|M|MA|MA27,,
RCB|EL|M|MA|MA27|MA27Z,1,1
RCB|EL|M|MA|MA28,,
RCB|EL|M|MA|MA28|MA28Z,2,6
RCB|EL|M|MA|MA29,,
RCB|EL|M|MA|MA29|MA29Z,2,3
RCB|EL|M|MA|MA30,,
RCB|EL|M|MA|MA30|MA30Z,8,10
RCB|EL|M|MB,,
RCB|EL|M|MB|MB01,,
RCB|EL|M|MB|MB01|MB01B,1,1
RCB|EL|M|MB|MB03,,
RCB|EL|M|MB|MB03|MB03A,1,2
RCB|EL|M|MB|MB03|MB03B,6,5
RCB|EL|M|MB|MB04,,
RCB|EL|M|MB|MB04|MB04A,1,2
RCB|EL|M|MB|MB04|MB04B,1,1
RCB|EL|M|MB|MB05,,
RCB|EL|M|MB|MB05|MB05A,4,2
RCB|EL|M|MB|MB08,,
RCB|EL|M|MB|MB08|MB08Z,2,1
RCB|EL|N,,
RCB|EL|N|NZ,,
RCB|EL|N|NZ|NZ12,,
RCB|EL|N|NZ|NZ12|NZ12F,1,2
RCB|EL|N|NZ|NZ13,,
RCB|EL|N|NZ|NZ13|NZ13A,3,7
RCB|EL|N|NZ|NZ13|NZ13B,21,35
RCB|EL|N|NZ|NZ14,,
RCB|EL|N|NZ|NZ14|NZ14B,1,2
RCB|EL|P,,
RCB|EL|P|PA,,
RCB|EL|P|PA|PA01,,
RCB|EL|P|PA|PA01|PA01A,2,2
RCB|EL|P|PA|PA01|PA01B,2,2
RCB|EL|P|PA|PA02,,
RCB|EL|P|PA|PA02|PA02B,2,2
RCB|EL|P|PA|PA16,,
RCB|EL|P|PA|PA16|PA16A,1,5
RCB|EL|P|PA|PA21,,
RCB|EL|P|PA|PA21|PA21A,1,2
RCB|EL|P|PA|PA23,,
RCB|EL|P|PA|PA23|PA23A,1,1
RCB|EL|P|PA|PA24,,
RCB|EL|P|PA|PA24|PA24Z,1,1
RCB|EL|P|PA|PA26,,
RCB|EL|P|PA|PA26|PA26A,1,2
RCB|EL|P|PA|PA26|PA26B,6,6
RCB|EL|P|PA|PA28,,
RCB|EL|P|PA|PA28|PA28A,1,2
RCB|EL|P|PA|PA29,,
RCB|EL|P|PA|PA29|PA29Z,1,1
RCB|EL|P|PA|PA30,,
RCB|EL|P|PA|PA30|PA30A,1,1
RCB|EL|P|PA|PA34,,
RCB|EL|P|PA|PA34|PA34A,2,2
RCB|EL|P|PA|PA35,,
RCB|EL|P|PA|PA35|PA35B,2,1
RCB|EL|P|PA|PA57,,
RCB|EL|P|PA|PA57|PA57Z,3,5
RCB|EL|P|PA|PA60,,
RCB|EL|P|PA|PA60|PA60C,1,1
RCB|EL|P|PA|PA62,,
RCB|EL|P|PA|PA62|PA62Z,1,1
RCB|EL|P|PA|PA63,,
RCB|EL|P|PA|PA63|PA63C,1,1
RCB|EL|P|PA|PA68,,
RCB|EL|P|PA|PA68|PA68Z,1,1
RCB|EL|P|PB,,
RCB|EL|P|PB|PB02,,
RCB|EL|P|PB|PB02|PB02Z,4,2
RCB|EL|Q,,
RCB|EL|Q|QZ,,
RCB|EL|Q|QZ|QZ01,,
RCB|EL|Q|QZ|QZ01|QZ01A,16,153
RCB|EL|Q|QZ|QZ01|QZ01B,2,13
RCB|EL|Q|QZ|QZ02,,
RCB|EL|Q|QZ|QZ02|QZ02A,29,193
RCB|EL|Q|QZ|QZ02|QZ02B,5,23
RCB|EL|Q|QZ|QZ03,,
RCB|EL|Q|QZ|QZ03|QZ03Z,5,43
RCB|EL|Q|QZ|QZ04,,
RCB|EL|Q|QZ|QZ04|QZ04Z,14,54
RCB|EL|Q|QZ|QZ05,,
RCB|EL|Q|QZ|QZ05|QZ05A,2,7
RCB|EL|Q|QZ|QZ05|QZ05B,2,2
RCB|EL|Q|QZ|QZ11,,
RCB|EL|Q|QZ|QZ11|QZ11B,3,30
RCB|EL|Q|QZ|QZ12,,
RCB|EL|Q|QZ|QZ12|QZ12Z,4,10
RCB|EL|Q|QZ|QZ13,,
RCB|EL|Q|QZ|QZ13|QZ13A,14,17
RCB|EL|Q|QZ|QZ13|QZ13B,1,1
RCB|EL|Q|QZ|QZ14,,
RCB|EL|Q|QZ|QZ14|QZ14A,2,1
RCB|EL|Q|QZ|QZ14|QZ14B,2,1
RCB|EL|Q|QZ|QZ15,,
RCB|EL|Q|QZ|QZ15|QZ15A,2,13
RCB|EL|Q|QZ|QZ15|QZ15B,26,40
RCB|EL|Q|QZ|QZ15|QZ15C,5,5
RCB|EL|Q|QZ|QZ16,,
RCB|EL|Q|QZ|QZ16|QZ16B,6,8
RCB|EL|Q|QZ|QZ16|QZ16C,2,2
RCB|EL|Q|QZ|QZ17,,
RCB|EL|Q|QZ|QZ17|QZ17B,5,9
RCB|EL|Q|QZ|QZ17|QZ17C,4,24
RCB|EL|Q|QZ|QZ20,,
RCB|EL|Q|QZ|QZ20|QZ20Z,5,2
RCB|EL|Q|QZ|QZ21,,
RCB|EL|Q|QZ|QZ21|QZ21A,2,3
RCB|EL|Q|QZ|QZ21|QZ21B,2,3
RCB|EL|Q|QZ|QZ22,,
RCB|EL|Q|QZ|QZ22|QZ22A,5,6
RCB|EL|Q|QZ|QZ22|QZ22B,11,12
RCB|EL|Q|QZ|QZ23,,
RCB|EL|Q|QZ|QZ23|QZ23Z,1,16
RCB|EL|R,,
RCB|EL|R|RC,,
RCB|EL|R|RC|RC02,,
RCB|EL|R|RC|RC02|RC02Z,42,53
RCB|EL|R|RC|RC12,,
RCB|EL|R|RC|RC12|RC12A,3,25
RCB|EL|R|RC|RC12|RC12C,9,64
RCB|EL|R|RC|RC12|RC12D,1,9
RCB|EL|R|RC|RC13,,
RCB|EL|R|RC|RC13|RC13C,1,8
RCB|EL|R|RC|RC14,,
RCB|EL|R|RC|RC14|RC14Z,15,29
RCB|EL|R|RC|RC16,,
RCB|EL|R|RC|RC16|RC16Z,6,13
RCB|EL|R|RC|RC32,,
RCB|EL|R|RC|RC32|RC32Z,6,25
RCB|EL|R|RC|RC41,,
RCB|EL|R|RC|RC41|RC41Z,10,25
RCB|EL|S,,
RCB|EL|S|SA,,
RCB|EL|S|SA|SA01,,
RCB|EL|S|SA|SA01|SA01D,1,2
RCB|EL|S|SA|SA04,,
RCB|EL|S|SA|SA04|SA04D,7,9
RCB|EL|S|SA|SA04|SA04F,1,1
RCB|EL|S|SA|SA06,,
RCB|EL|S|SA|SA06|SA06F,1,1
RCB|EL|S|SA|SA13,,
RCB|EL|S|SA|SA13|SA13A,13,1
RCB|EL|S|SA|SA13|SA13B,1,1
RCB|EL|S|SA|SA25,,
RCB|EL|S|SA|SA25|SA25D,2,14
RCB|EL|S|SA|SA30,,
RCB|EL|S|SA|SA30|SA30Z,9,4
RCB|EL|S|SA|SA31,,
RCB|EL|S|SA|SA31|SA31Z,5,14
RCB|EL|S|SA|SA32,,
RCB|EL|S|SA|SA32|SA32Z,2,1
RCB|EL|V,,
RCB|EL|V|VA,,
RCB|EL|V|VA|VA10,,
RCB|EL|V|VA|VA10|VA10A,1,3
RCB|EL|V|VA|VA10|VA10C,2,4
RCB|EL|W,,
RCB|EL|W|WA,,
RCB|EL|W|WA|WA03,,
RCB|EL|W|WA|WA03|WA03V,1,4
RCB|EL|W|WA|WA06,,
RCB|EL|W|WA|WA06|WA06W,1,13
RCB|EL|W|WA|WA07,,
RCB|EL|W|WA|WA07|WA07Z,1,1
RCB|EL|W|WA|WA12,,
RCB|EL|W|WA|WA12|WA12V,1,3
RCB|EL|W|WA|WA12|WA12X,2,3
RCB|EL|W|WA|WA12|WA12Y,4,4
RCB|EL|W|WA|WA16,,
RCB|EL|W|WA|WA16|WA16W,1,1
RCB|EL|W|WA|WA17,,
RCB|EL|W|WA|WA17|WA17V,2,5
RCB|EL|W|WA|WA17|WA17X,2,2
RCB|EL|W|WA|WA18,,
RCB|EL|W|WA|WA18|WA18V,1,1
RCB|EL|W|WA|WA19,,
RCB|EL|W|WA|WA19|WA19W,2,1
RCB|EL|W|WA|WA20,,
RCB|EL|W|WA|WA20|WA20W,3,1
RCB|EL|W|WA|WA21,,
RCB|EL|W|WA|WA21|WA21W,2,2
RCB|EL|W|WA|WA22,,
RCB|EL|W|WA|WA22|WA22V,19,1
RCB|EL|W|WA|WA22|WA22X,9,2
RCB|EL|W|WA|WA22|WA22Y,2,1
RCB|EL|W|WA|WA24,,
RCB|EL|W|WA|WA24|WA24Z,4,7
RCB|NEL,,
RCB|NEL|A,,
RCB|NEL|A|AA,,
RCB|NEL|A|AA|AA18,,
RCB|NEL|A|AA|AA18|AA18A,1,6
RCB|NEL|A|AA|AA20,,
RCB|NEL|A|AA|AA20|AA20A,1,3
RCB|NEL|A|AA|AA21,,
RCB|NEL|A|AA|AA21|AA21A,8,45
RCB|NEL|A|AA|AA22,,
RCB|NEL|A|AA|AA22|AA22A,471,1687
RCB|NEL|A|AA|AA22|AA22B,48,64
RCB|NEL|A|AA|AA23,,
RCB|NEL|A|AA|AA23|AA23A,86,326
RCB|NEL|A|AA|AA23|AA23B,15,24
RCB|NEL|A|AA|AA24,,
RCB|NEL|A|AA|AA24|AA24A,43,132
RCB|NEL|A|AA|AA24|AA24B,6,10
RCB|NEL|A|AA|AA25,,
RCB|NEL|A|AA|AA25|AA25A,166,578
RCB|NEL|A|AA|AA25|AA25B,21,23
RCB|NEL|A|AA|AA26,,
RCB|NEL|A|AA|AA26|AA26A,576,966
RCB|NEL|A|AA|AA26|AA26B,91,52
RCB|NEL|A|AA|AA27,,
RCB|NEL|A|AA|AA27|AA27A,41,227
RCB|NEL|A|AA|AA27|AA27B,2,6
RCB|NEL|A|AA|AA28,,
RCB|NEL|A|AA|AA28|AA28A,7,42
RCB|NEL|A|AA|AA28|AA28B,2,6
RCB|NEL|A|AA|AA29,,
RCB|NEL|A|AA|AA29|AA29A,122,133
RCB|NEL|A|AA|AA29|AA29B,18,9
RCB|NEL|A|AA|AA30,,
RCB|NEL|A|AA|AA30|AA30A,13,61
RCB|NEL|A|AA|AA30|AA30B,4,6
RCB|NEL|A|AA|AA31,,
RCB|NEL|A|AA|AA31|AA31A,234,152
RCB|NEL|A|AA|AA31|AA31B,120,55
RCB|NEL|A|AA|AA33,,
RCB|NEL|A|AA|AA33|AA33C,1,1
RCB|NEL|A|AA|AA33|AA33D,2,2
RCB|NEL|A|AB,,
RCB|NEL|A|AB|AB03,,
RCB|NEL|A|AB|AB03|AB03Z,1,4
RCB|NEL|A|AB|AB04,,
RCB|NEL|A|AB|AB04|AB04Z,4,9
RCB|NEL|A|AB|AB05,,
RCB|NEL|A|AB|AB05|AB05Z,3,7
RCB|NEL|A|AB|AB06,,
RCB|NEL|A|AB|AB06|AB06Z,1,2
RCB|NEL|A|AB|AB09,,
RCB|NEL|A|AB|AB09|AB09Z,1,2
RCB|NEL|B,,
RCB|NEL|B|BZ,,
RCB|NEL|B|BZ|BZ01,,
RCB|NEL|B|BZ|BZ01|BZ01Z,1,2
RCB|NEL|B|BZ|BZ02,,
RCB|NEL|B|BZ|BZ02|BZ02Z,1,3
RCB|NEL|B|BZ|BZ06,,
RCB|NEL|B|BZ|BZ06|BZ06A,1,1
RCB|NEL|B|BZ|BZ07,,
RCB|NEL|B|BZ|BZ07|BZ07A,5,8
RCB|NEL|B|BZ|BZ07|BZ07B,3,3
RCB|NEL|B|BZ|BZ08,,
RCB|NEL|B|BZ|BZ08|BZ08A,3,9
RCB|NEL|B|BZ|BZ08|BZ08B,1,3
RCB|NEL|B|BZ|BZ09,,
RCB|NEL|B|BZ|BZ09|BZ09B,1,2
RCB|NEL|B|BZ|BZ12,,
RCB|NEL|B|BZ|BZ12|BZ12Z,2,5
RCB|NEL|B|BZ|BZ13,,
RCB|NEL|B|BZ|BZ13|BZ13Z,1,2
RCB|NEL|B|BZ|BZ15,,
RCB|NEL|B|BZ|BZ15|BZ15B,2,2
RCB|NEL|B|BZ|BZ18,,
RCB|NEL|B|BZ|BZ18|BZ18Z,1,2
RCB|NEL|B|BZ|BZ19,,
RCB|NEL|B|BZ|BZ19|BZ19Z,1,1
RCB|NEL|B|BZ|BZ21,,
RCB|NEL|B|BZ|BZ21|BZ21Z,4,7
RCB|NEL|B|BZ|BZ22,,
RCB|NEL|B|BZ|BZ22|BZ22Z,3,6
RCB|NEL|B|BZ|BZ23,,
RCB|NEL|B|BZ|BZ23|BZ23Z,2,2
RCB|NEL|B|BZ|BZ24,,
RCB|NEL|B|BZ|BZ24|BZ24A,23,45
RCB|NEL|B|BZ|BZ24|BZ24C,35,14
RCB|NEL|C,,
RCB|NEL|C|CZ,,
RCB|NEL|C|CZ|CZ01,,
RCB|NEL|C|CZ|CZ01|CZ01S,1,3
RCB|NEL|C|CZ|CZ01|CZ01T,12,9
RCB|NEL|C|CZ|CZ01|CZ01V,9,15
RCB|NEL|C|CZ|CZ01|CZ01Y,3,2
RCB|NEL|C|CZ|CZ02,,
RCB|NEL|C|CZ|CZ02|CZ02S,1,3
RCB|NEL|C|CZ|CZ02|CZ02T,1,1
RCB|NEL|C|CZ|CZ02|CZ02W,1,5
RCB|NEL|C|CZ|CZ02|CZ02X,1,2
RCB|NEL|C|CZ|CZ02|CZ02Y,4,5
RCB|NEL|C|CZ|CZ03,,
RCB|NEL|C|CZ|CZ03|CZ03V,1,5
RCB|NEL|C|CZ|CZ03|CZ03Y,2,5
RCB|NEL|C|CZ|CZ05,,
RCB|NEL|C|CZ|CZ05|CZ05T,7,7
RCB|NEL|C|CZ|CZ05|CZ05V,8,8
RCB|NEL|C|CZ|CZ05|CZ05Y,26,21
RCB|NEL|C|CZ|CZ07,,
RCB|NEL|C|CZ|CZ07|CZ07O,5,72
RCB|NEL|C|CZ|CZ07|CZ07P,2,10
RCB|NEL|C|CZ|CZ08,,
RCB|NEL|C|CZ|CZ08|CZ08T,5,4
RCB|NEL|C|CZ|CZ08|CZ08V,8,16
RCB|NEL|C|CZ|CZ08|CZ08Y,4,3
RCB|NEL|C|CZ|CZ10,,
RCB|NEL|C|CZ|CZ10|CZ10U,1,4
RCB|NEL|C|CZ|CZ10|CZ10Y,1,3
RCB|NEL|C|CZ|CZ12,,
RCB|NEL|C|CZ|CZ12|CZ12U,11,8
RCB|NEL|C|CZ|CZ12|CZ12V,59,99
RCB|NEL|C|CZ|CZ12|CZ12Y,15,13
RCB|NEL|C|CZ|CZ13,,
RCB|NEL|C|CZ|CZ13|CZ13U,2,3
RCB|NEL|C|CZ|CZ13|CZ13V,28,102
RCB|NEL|C|CZ|CZ13|CZ13Y,16,15
RCB|NEL|C|CZ|CZ15,,
RCB|NEL|C|CZ|CZ15|CZ15N,2,8
RCB|NEL|C|CZ|CZ16,,
RCB|NEL|C|CZ|CZ16|CZ16N,4,7
RCB|NEL|C|CZ|CZ16|CZ16Q,3,5
RCB|NEL|C|CZ|CZ17,,
RCB|NEL|C|CZ|CZ17|CZ17U,2,4
RCB|NEL|C|CZ|CZ17|CZ17V,10,27
RCB|NEL|C|CZ|CZ17|CZ17Y,15,31
RCB|NEL|C|CZ|CZ18,,
RCB|NEL|C|CZ|CZ18|CZ18R,2,18
RCB|NEL|C|CZ|CZ21,,
RCB|NEL|C|CZ|CZ21|CZ21V,248,160
RCB|NEL|C|CZ|CZ21|CZ21Y,39,18
RCB|NEL|C|CZ|CZ22,,
RCB|NEL|C|CZ|CZ22|CZ22W,25,46
RCB|NEL|C|CZ|CZ22|CZ22X,95,76
RCB|NEL|C|CZ|CZ22|CZ22Y,149,96
RCB|NEL|C|CZ|CZ23,,
RCB|NEL|C|CZ|CZ23|CZ23W,10,14
RCB|NEL|C|CZ|CZ23|CZ23X,64,54
RCB|NEL|C|CZ|CZ23|CZ23Y,43,24
RCB|NEL|C|CZ|CZ24,,
RCB|NEL|C|CZ|CZ24|CZ24O,5,23
RCB|NEL|C|CZ|CZ24|CZ24P,4,9
RCB|NEL|C|CZ|CZ24|CZ24Q,1,2
RCB|NEL|C|CZ|CZ34,,
RCB|NEL|C|CZ|CZ34|CZ34U,11,10
RCB|NEL|C|CZ|CZ34|CZ34Y,9,9
RCB|NEL|C|CZ|CZ37,,
RCB|NEL|C|CZ|CZ37|CZ37U,3,3
RCB|NEL|C|CZ|CZ37|CZ37Y,5,5
RCB|NEL|C|CZ|CZ39,,
RCB|NEL|C|CZ|CZ39|CZ39Y,1,1
RCB|NEL|C|CZ|CZ40,,
RCB|NEL|C|CZ|CZ40|CZ40Y,1,1
RCB|NEL|C|CZ|CZ41,,
RCB|NEL|C|CZ|CZ41|CZ41Y,2,2
RCB|NEL|C|CZ|CZ42,,
RCB|NEL|C|CZ|CZ42|CZ42U,1,1
RCB|NEL|C|CZ|CZ42|CZ42Y,1,1
RCB|NEL|D,,
RCB|NEL|D|DZ,,
RCB|NEL|D|DZ|DZ02,,
RCB|NEL|D|DZ|DZ02|DZ02A,1,9
RCB|NEL|D|DZ|DZ03,,
RCB|NEL|D|DZ|DZ03|DZ03A,4,26
RCB|NEL|D|DZ|DZ03|DZ03B,1,3
RCB|NEL|D|DZ|DZ04,,
RCB|NEL|D|DZ|DZ04|DZ04A,6,34
RCB|NEL|D|DZ|DZ06,,
RCB|NEL|D|DZ|DZ06|DZ06Z,3,2
RCB|NEL|D|DZ|DZ07,,
RCB|NEL|D|DZ|DZ07|DZ07A,1,1
RCB|NEL|D|DZ|DZ09,,
RCB|NEL|D|DZ|DZ09|DZ09A,55,188
RCB|NEL|D|DZ|DZ09|DZ09B,64,78
RCB|NEL|D|DZ|DZ09|DZ09C,24,25
RCB|NEL|D|DZ|DZ10,,
RCB|NEL|D|DZ|DZ10|DZ10A,8,40
RCB|NEL|D|DZ|DZ10|DZ10B,2,7
RCB|NEL|D|DZ|DZ11,,
RCB|NEL|D|DZ|DZ11|DZ11A,929,2984
RCB|NEL|D|DZ|DZ11|DZ11B,339,667
RCB|NEL|D|DZ|DZ11|DZ11C,96,79
RCB|NEL|D|DZ|DZ12,,
RCB|NEL|D|DZ|DZ12|DZ12A,40,106
RCB|NEL|D|DZ|DZ12|DZ12B,9,11
RCB|NEL|D|DZ|DZ14,,
RCB|NEL|D|DZ|DZ14|DZ14A,3,11
RCB|NEL|D|DZ|DZ15,,
RCB|NEL|D|DZ|DZ15|DZ15A,1,3
RCB|NEL|D|DZ|DZ15|DZ15D,23,38
RCB|NEL|D|DZ|DZ15|DZ15E,86,84
RCB|NEL|D|DZ|DZ15|DZ15F,62,37
RCB|NEL|D|DZ|DZ16,,
RCB|NEL|D|DZ|DZ16|DZ16A,40,128
RCB|NEL|D|DZ|DZ16|DZ16B,20,25
RCB|NEL|D|DZ|DZ16|DZ16C,10,3
RCB|NEL|D|DZ|DZ17,,
RCB|NEL|D|DZ|DZ17|DZ17A,75,240
RCB|NEL|D|DZ|DZ17|DZ17B,19,31
RCB|NEL|D|DZ|DZ17|DZ17C,2,2
RCB|NEL|D|DZ|DZ18,,
RCB|NEL|D|DZ|DZ18|DZ18Z,3,10
RCB|NEL|D|DZ|DZ19,,
RCB|NEL|D|DZ|DZ19|DZ19A,43,68
RCB|NEL|D|DZ|DZ19|DZ19B,81,69
RCB|NEL|D|DZ|DZ19|DZ19C,34,14
RCB|NEL|D|DZ|DZ20,,
RCB|NEL|D|DZ|DZ20|DZ20Z,10,15
RCB|NEL|D|DZ|DZ21,,
RCB|NEL|D|DZ|DZ21|DZ21A,125,61
RCB|NEL|D|DZ|DZ21|DZ21B,3,10
RCB|NEL|D|DZ|DZ21|DZ21E,28,99
RCB|NEL|D|DZ|DZ21|DZ21F,3,8
RCB|NEL|D|DZ|DZ21|DZ21H,202,580
RCB|NEL|D|DZ|DZ21|DZ21J,240,520
RCB|NEL|D|DZ|DZ21|DZ21K,53,83
RCB|NEL|D|DZ|DZ22,,
RCB|NEL|D|DZ|DZ22|DZ22A,122,311
RCB|NEL|D|DZ|DZ22|DZ22B,145,174
RCB|NEL|D|DZ|DZ22|DZ22C,75,33
RCB|NEL|D|DZ|DZ23,,
RCB|NEL|D|DZ|DZ23|DZ23A,21,57
RCB|NEL|D|DZ|DZ23|DZ23B,8,15
RCB|NEL|D|DZ|DZ23|DZ23C,1,1
RCB|NEL|D|DZ|DZ24,,
RCB|NEL|D|DZ|DZ24|DZ24A,59,286
RCB|NEL|D|DZ|DZ24|DZ24B,17,34
RCB|NEL|D|DZ|DZ24|DZ24C,4,7
RCB|NEL|D|DZ|DZ25,,
RCB|NEL|D|DZ|DZ25|DZ25A,32,77
RCB|NEL|D|DZ|DZ25|DZ25B,4,6
RCB|NEL|D|DZ|DZ26,,
RCB|NEL|D|DZ|DZ26|DZ26A,31,62
RCB|NEL|D|DZ|DZ26|DZ26B,8,8
RCB|NEL|D|DZ|DZ27,,
RCB|NEL|D|DZ|DZ27|DZ27A,4,40
RCB|NEL|D|DZ|DZ27|DZ27D,20,58
RCB|NEL|D|DZ|DZ27|DZ27E,6,11
RCB|NEL|D|DZ|DZ27|DZ27F,1,2
RCB|NEL|D|DZ|DZ28,,
RCB|NEL|D|DZ|DZ28|DZ28Z,20,6
RCB|NEL|D|DZ|DZ29,,
RCB|NEL|D|DZ|DZ29|DZ29A,3,7
RCB|NEL|D|DZ|DZ29|DZ29B,3,5
RCB|NEL|D|DZ|DZ37,,
RCB|NEL|D|DZ|DZ37|DZ37A,11,12
RCB|NEL|D|DZ|DZ37|DZ37B,3,4
RCB|NEL|E,,
RCB|NEL|E|EA,,
RCB|NEL|E|EA|EA03,,
RCB|NEL|E|EA|EA03|EA03Z,58,285
RCB|NEL|E|EA|EA05,,
RCB|NEL|E|EA|EA05|EA05Z,68,279
RCB|NEL|E|EA|EA07,,
RCB|NEL|E|EA|EA07|EA07Z,3,36
RCB|NEL|E|EA|EA11,,
RCB|NEL|E|EA|EA11|EA11Z,3,10
RCB|NEL|E|EA|EA25,,
RCB|NEL|E|EA|EA25|EA25Z,1,12
RCB|NEL|E|EA|EA31,,
RCB|NEL|E|EA|EA31|EA31Z,102,363
RCB|NEL|E|EA|EA35,,
RCB|NEL|E|EA|EA35|EA35Z,13,44
RCB|NEL|E|EA|EA36,,
RCB|NEL|E|EA|EA36|EA36A,260,797
RCB|NEL|E|EA|EA39,,
RCB|NEL|E|EA|EA39|EA39Z,4,18
RCB|NEL|E|EA|EA44,,
RCB|NEL|E|EA|EA44|EA44Z,2,6
RCB|NEL|E|EA|EA47,,
RCB|NEL|E|EA|EA47|EA47Z,9,5
RCB|NEL|E|EA|EA49,,
RCB|NEL|E|EA|EA49|EA49Z,25,105
RCB|NEL|E|EA|EA54,,
RCB|NEL|E|EA|EA54|EA54Z,2,9
RCB|NEL|E|EB,,
RCB|NEL|E|EB|EB01,,
RCB|NEL|E|EB|EB01|EB01Z,1625,718
RCB|NEL|E|EB|EB02,,
RCB|NEL|E|EB|EB02|EB02Z,4,25
RCB|NEL|E|EB|EB03,,
RCB|NEL|E|EB|EB03|EB03H,297,946
RCB|NEL|E|EB|EB03|EB03I,145,230
RCB|NEL|E|EB|EB04,,
RCB|NEL|E|EB|EB04|EB04H,1,4
RCB|NEL|E|EB|EB05,,
RCB|NEL|E|EB|EB05|EB05Z,11,10
RCB|NEL|E|EB|EB06,,
RCB|NEL|E|EB|EB06|EB06Z,18,52
RCB|NEL|E|EB|EB07,,
RCB|NEL|E|EB|EB07|EB07H,153,259
RCB|NEL|E|EB|EB07|EB07I,461,287
RCB|NEL|E|EB|EB08,,
RCB|NEL|E|EB|EB08|EB08H,222,330
RCB|NEL|E|EB|EB08|EB08I,303,198
RCB|NEL|E|EB|EB09,,
RCB|NEL|E|EB|EB09|EB09Z,2,3
RCB|NEL|E|EB|EB10,,
RCB|NEL|E|EB|EB10|EB10Z,338,1003
RCB|NEL|F,,
RCB|NEL|F|FZ,,
RCB|NEL|F|FZ|FZ12,,
RCB|NEL|F|FZ|FZ12|FZ12D,21,135
RCB|NEL|F|FZ|FZ12|FZ12E,12,49
RCB|NEL|F|FZ|FZ12|FZ12F,21,65
RCB|NEL|F|FZ|FZ12|FZ12I,1,3
RCB|NEL|F|FZ|FZ13,,
RCB|NEL|F|FZ|FZ13|FZ13C,9,7
RCB|NEL|F|FZ|FZ13|FZ13D,6,6
RCB|NEL|F|FZ|FZ17,,
RCB|NEL|F|FZ|FZ17|FZ17A,2,11
RCB|NEL|F|FZ|FZ17|FZ17B,7,21
RCB|NEL|F|FZ|FZ17|FZ17C,1,3
RCB|NEL|F|FZ|FZ18,,
RCB|NEL|F|FZ|FZ18|FZ18A,4,29
RCB|NEL|F|FZ|FZ18|FZ18B,22,54
RCB|NEL|F|FZ|FZ18|FZ18C,21,43
RCB|NEL|F|FZ|FZ20,,
RCB|NEL|F|FZ|FZ20|FZ20A,14,50
RCB|NEL|F|FZ|FZ20|FZ20B,158,383
RCB|NEL|F|FZ|FZ20|FZ20D,1,4
RCB|NEL|F|FZ|FZ20|FZ20E,64,155
RCB|NEL|F|FZ|FZ21,,
RCB|NEL|F|FZ|FZ21|FZ21A,18,34
RCB|NEL|F|FZ|FZ22,,
RCB|NEL|F|FZ|FZ22|FZ22A,109,134
RCB|NEL|F|FZ|FZ22|FZ22B,3,3
RCB|NEL|F|FZ|FZ23,,
RCB|NEL|F|FZ|FZ23|FZ23A,2,1
RCB|NEL|F|FZ|FZ24,,
RCB|NEL|F|FZ|FZ24|FZ24A,1,3
RCB|NEL|F|FZ|FZ24|FZ24B,6,9
RCB|NEL|F|FZ|FZ24|FZ24C,6,6
RCB|NEL|F|FZ|FZ24|FZ24E,4,5
RCB|NEL|F|FZ|FZ27,,
RCB|NEL|F|FZ|FZ27|FZ27A,3,13
RCB|NEL|F|FZ|FZ27|FZ27B,4,13
RCB|NEL|F|FZ|FZ27|FZ27C,4,10
RCB|NEL|F|FZ|FZ31,,
RCB|NEL|F|FZ|FZ31|FZ31D,69,305
RCB|NEL|F|FZ|FZ31|FZ31E,54,124
RCB|NEL|F|FZ|FZ31|FZ31F,135,39
RCB|NEL|F|FZ|FZ33,,
RCB|NEL|F|FZ|FZ33|FZ33C,10,45
RCB|NEL|F|FZ|FZ33|FZ33D,2,4
RCB|NEL|F|FZ|FZ33|FZ33E,3,2
